District,Crop,Season,Area (hectares),Yield (quintals),Production (metric tons),Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Irrigation Method,Water Consumption (liters/hectare),Water Availability (liters/hectare),temp,rain,humidity,wind_speed
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,8.470608718231874,1.5608384614101305,28.10996050490892,21.157229612627862,43.23244768862885,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,8.470608718231874,1.5608384614101305,28.10996050490892,21.157229612627862,43.23244768862885,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,8.470608718231874,1.5608384614101305,28.10996050490892,21.157229612627862,43.23244768862885,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,8.470608718231874,1.5608384614101305,28.10996050490892,21.157229612627862,43.23244768862885,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,8.470608718231874,1.5608384614101305,28.10996050490892,21.157229612627862,43.23244768862885,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,8.470608718231874,1.5608384614101305,28.10996050490892,21.157229612627862,43.23244768862885,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,8.470608718231874,1.5608384614101305,28.10996050490892,21.157229612627862,43.23244768862885,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,Sprinkler Irrigation,13705.24024420113,14059.057276393854,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,Drip Irrigation,14521.551381176943,13847.432748927453,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,Drip Irrigation,6443.783744056601,7220.802337756284,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,Sprinkler Irrigation,8001.647500056286,7660.096767068254,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,Tube Well,8662.43047295623,7879.707185147951,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,6.813570274259468,2.175739950176101,20.10887375312595,20.234674510301847,49.48883508372988,Drip Irrigation,7805.805261684476,7262.241140460223,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,6.813570274259468,2.175739950176101,20.10887375312595,20.234674510301847,49.48883508372988,Drip Irrigation,12394.914901537331,12063.694190483871,29.14,1101.9,81.42,14.5
Alwar,Mustard,Kharif,19396.94630676466,44.70252606335524,8670.924978276493,Clay,6.813570274259468,2.175739950176101,20.10887375312595,20.234674510301847,49.48883508372988,Tube Well,14648.344762040924,13778.196495082222,29.14,1101.9,81.42,14.5
